age,workclass,education,marital-status,occupation,relationship,race,gender,income_>50K
54,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,1,0
31,Private,HS-grad,Divorced,Sales,Not-in-family,White,0,0
24,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Own-child,White,1,0
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
28,Private,HS-grad,Divorced,Transport-moving,Unmarried,Black,0,0
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
32,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
36,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
43,Local-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,1,0
39,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,1,0
52,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
53,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,1,0
37,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,0,1
23,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,1,0
37,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,1,0
41,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
55,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,0,0
50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,1,1
59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
41,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,1,1
39,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,1,1
29,Private,Bachelors,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,1,0
38,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,1,1
59,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,0,0
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,0
40,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,1,0
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
26,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,0,1
52,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
26,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,1,0
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Other-relative,White,1,0
35,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
51,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,1,1
33,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
26,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,1,0
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
37,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,1,1
35,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
27,Private,Assoc-voc,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,0,0
20,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,1,0
35,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,1,1
45,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
25,Private,Masters,Never-married,Other-service,Not-in-family,White,0,0
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
43,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,1,1
29,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,0
22,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,1,0
53,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,1
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,0,1
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
49,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,1,1
37,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
23,Private,HS-grad,Never-married,Other-service,Own-child,White,1,0
35,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
25,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,0,0
23,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,0,0
48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
23,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,0,0
29,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,1,0
47,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,1,1
31,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,0,1
34,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,1,1
23,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,1,0
47,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
49,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,0,1
48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
49,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,0,0
37,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,0,1
35,Local-gov,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,1,1
38,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,0,1
19,Private,Some-college,Never-married,Sales,Own-child,White,0,0
42,Private,Masters,Married-civ-spouse,Sales,Husband,White,1,1
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
49,Private,HS-grad,Separated,Other-service,Not-in-family,Black,0,0
35,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,1,1
51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,0
30,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
28,Private,Some-college,Married-civ-spouse,Sales,Wife,White,0,0
45,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
46,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,0,0
44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,0,0
21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,1,0
27,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,0,0
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
20,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,0,0
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
17,Private,10th,Never-married,Handlers-cleaners,Own-child,White,1,0
42,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,0
31,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,0,1
47,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,0,0
55,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
41,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Wife,White,0,1
49,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,1,1
35,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,1,1
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
25,Private,11th,Never-married,Machine-op-inspct,Own-child,Black,1,0
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
45,Self-emp-not-inc,Some-college,Separated,Sales,Unmarried,White,1,0
49,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,1
59,Private,11th,Married-civ-spouse,Sales,Husband,White,1,0
41,Private,Some-college,Divorced,Sales,Unmarried,White,0,0
42,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,1,0
41,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,1,0
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
54,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,0,1
46,Private,Masters,Married-civ-spouse,Sales,Husband,White,1,1
22,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,1,0
30,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,0,1
17,Local-gov,11th,Never-married,Prof-specialty,Own-child,White,0,0
19,Private,Some-college,Never-married,Exec-managerial,Own-child,White,0,0
32,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,0,0
49,Private,10th,Separated,Exec-managerial,Not-in-family,Black,1,0
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,1
28,State-gov,Some-college,Separated,Adm-clerical,Unmarried,White,0,0
37,Private,11th,Married-civ-spouse,Craft-repair,Husband,Black,1,0
18,Private,HS-grad,Never-married,Sales,Other-relative,White,0,0
44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
30,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Black,1,0
23,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,1,0
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
32,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,0,0
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,1,0
52,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,1,0
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
56,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,1,1
26,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,1,1
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
40,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,1,1
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
25,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
22,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,Unmarried,White,0,1
33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
40,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,0,1
34,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,0,0
45,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,1
28,Self-emp-not-inc,10th,Never-married,Sales,Own-child,White,1,0
25,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,1,0
38,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
51,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,1,0
50,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,1,1
42,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,1,1
53,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,1,1
43,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,0
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,0,1
52,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
44,State-gov,Masters,Separated,Prof-specialty,Unmarried,White,0,0
44,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
53,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,1,1
26,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,1,0
38,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0
59,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,1,0
26,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,1,0
58,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
44,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,1,0
31,Private,10th,Divorced,Other-service,Not-in-family,White,1,0
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
34,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,1,0
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,1,1
35,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,1,1
22,State-gov,Bachelors,Never-married,Tech-support,Own-child,White,0,0
32,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,1,1
42,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
24,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,1,0
44,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
27,Local-gov,Bachelors,Never-married,Prof-specialty,Unmarried,White,0,0
55,Private,Some-college,Divorced,Other-service,Unmarried,White,0,0
26,Local-gov,HS-grad,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,1,0
39,Federal-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,1,1
35,Private,HS-grad,Never-married,Sales,Not-in-family,White,1,1
45,Private,HS-grad,Separated,Other-service,Not-in-family,White,0,0
28,Local-gov,Some-college,Never-married,Exec-managerial,Own-child,White,0,0
39,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
48,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,1
31,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,0,0
29,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,0,1
28,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,1,0
30,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,1,0
31,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,1,0
56,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,1,1
51,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,1,1
24,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Other,0,0
49,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,1,0
49,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
37,Federal-gov,Some-college,Separated,Exec-managerial,Not-in-family,White,1,1
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,0
51,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,1,1
57,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
45,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,0
59,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,1,1
32,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,1,1
30,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,1,1
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,0,0
30,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,1,0
51,State-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,1,0
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,0,1
32,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,1,0
39,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,Black,1,1
18,Private,11th,Never-married,Other-service,Own-child,White,1,0
34,Private,HS-grad,Never-married,Sales,Not-in-family,White,0,0
60,Federal-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,1,1
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,1,1
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
29,Federal-gov,HS-grad,Never-married,Other-service,Unmarried,White,1,0
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
30,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,0,0
34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,1,1
39,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
21,Private,HS-grad,Widowed,Craft-repair,Own-child,White,1,0
58,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
26,Private,Masters,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,0,1
53,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,0,0
60,Private,10th,Divorced,Farming-fishing,Not-in-family,White,1,0
28,Local-gov,Bachelors,Never-married,Tech-support,Not-in-family,White,1,0
45,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
20,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,1,0
46,State-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,1,1
26,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,0,0
24,Private,Some-college,Never-married,Transport-moving,Own-child,White,1,0
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
20,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
39,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
35,Private,Some-college,Divorced,Sales,Not-in-family,White,1,0
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
34,Private,Some-college,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,1,0
36,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,0,1
46,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,1,0
22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,1,0
38,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,0,1
50,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,0,0
30,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,1,0
21,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,1,0
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
37,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,1,1
56,Private,HS-grad,Widowed,Craft-repair,Unmarried,White,1,0
57,Private,Bachelors,Separated,Exec-managerial,Unmarried,White,0,0
58,Federal-gov,Masters,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,1,1
39,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,0,0
49,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,1,1
39,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,1,0
30,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,0,0
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
30,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Own-child,White,0,1
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
38,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,0,1
40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
37,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
50,Private,10th,Divorced,Adm-clerical,Unmarried,White,0,0
18,Private,HS-grad,Never-married,Sales,Own-child,White,1,0
55,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
24,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,0,0
19,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,0,0
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,1
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,0,1
40,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
29,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,0,0
43,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,Black,0,1
50,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,1
58,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,0
52,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,1,0
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
30,Private,HS-grad,Separated,Adm-clerical,Unmarried,Black,0,0
26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,1,0
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
31,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
59,Self-emp-not-inc,HS-grad,Widowed,Craft-repair,Not-in-family,White,1,0
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,0,1
45,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,1
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
28,Local-gov,Some-college,Never-married,Sales,Not-in-family,White,1,0
24,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Black,0,0
53,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
45,Private,Assoc-voc,Divorced,Handlers-cleaners,Not-in-family,White,0,0
42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,1,1
48,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
23,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,1,0
21,Private,HS-grad,Never-married,Transport-moving,Own-child,White,0,0
50,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
26,Private,11th,Never-married,Other-service,Other-relative,White,1,0
41,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,1,0
53,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
39,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,0,1
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
39,Federal-gov,HS-grad,Never-married,Exec-managerial,Unmarried,White,0,0
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Black,1,1
23,Private,Bachelors,Never-married,Other-service,Own-child,White,1,0
19,Private,Some-college,Never-married,Sales,Own-child,White,0,0
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,0
37,Private,Some-college,Divorced,Tech-support,Unmarried,White,0,0
19,Private,10th,Never-married,Sales,Unmarried,Black,0,0
21,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,0,0
41,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,0,1
36,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
44,Private,Some-college,Married-civ-spouse,Sales,Wife,White,0,1
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
48,State-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,1,1
49,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
55,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
31,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Black,1,0
48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
44,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,1,1
21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,1,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,0,0
50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
18,Private,HS-grad,Never-married,Other-service,Own-child,White,0,0
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
33,Federal-gov,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,1,1
54,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,0
28,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,0
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,0,1
43,Private,HS-grad,Separated,Other-service,Not-in-family,White,0,0
27,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,1,0
45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,1,0
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,1,1
48,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,1,1
56,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
23,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,1,0
32,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,1,0
18,Private,11th,Never-married,Other-service,Own-child,White,1,0
28,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,0
28,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,1,0
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,1,0
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,0
44,Federal-gov,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,1,0
21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,0,0
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
57,Private,HS-grad,Widowed,Sales,Unmarried,White,0,0
48,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,1,1
43,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,1,0
36,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,0,1
35,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,0,1
50,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,1,1
51,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,0,0
44,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,1,1
33,State-gov,Some-college,Divorced,Other-service,Unmarried,White,0,1
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,0
31,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,1,1
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
